Data Series,Total All Markets,  America,    Antigua And Barbuda,    Argentina,    Bahamas,    Bermuda,    Brazil,    Canada,    Chile,    Colombia,    Costa Rica,    Cuba,    Dominican Rep,    Ecuador,    El Salvador,    Guatemala,    Guyana,    Honduras,    Jamaica,    Mexico,    Netherlands Antilles,    Panama,    Paraguay,    Peru,    Puerto Rico,    St. Vincent And The Grenadines,    Trinidad And Tobago,    United States,    United States Virgin Islands,    Uruguay,    Venezuela,    Other Markets America,  Asia,    Afghanistan,    Bahrain,    Bangladesh,    Brunei,    Cambodia,    China,    Christmas Island,    Hong Kong,    India,    Indonesia,    Iran,    Iraq,    Israel,    Japan,    Jordan,    Kazakhstan,"    Korea, Dem Peo Rep Of","    Korea, Rep Of",    Kuwait,    Lao,    Lebanon,    Macao,    Malaysia,    Maldives,    Mongolia,    Myanmar,    Nepal,    Oman,    Pakistan,    Philippines,    Qatar,    Saudi Arabia,    Sri Lanka,    Syria,    Taiwan,    Thailand,    Turkiye,    United Arab Emirates,    Viet Nam,    Yemen,    Other Markets Asia,  Europe,    Austria,    Belarus,    Belgium,    Bulgaria,    Croatia,    Cyprus,    Czech Rep,    Denmark,    Estonia,    Finland,    France,    Germany,    Greece,    Hungary,    Ireland,    Italy,    Latvia,    Lithuania,    Luxembourg,    Malta,    Netherlands,    Norway,    Poland,    Portugal,    Romania,    Russia,    Slovakia,    Slovenia,    Spain,    Svalbard And Jan Mayen Islands,    Sweden,    Switzerland,    Ukraine,    United Kingdom,    Other Markets Europe,  Oceania,    Antarctica,    Australia,    Fiji,    French Polynesia,    Guam,    Marshall Islands,    New Caledonia,    New Zealand,    Northern Mariana Islands,    Papua New Guinea,    Samoa,    Solomon Islands,    Vanuatu,    Other Markets Oceania,  Africa,    Algeria,    Angola,    Benin,    Cameroon,    Cape Verde,    Comoros,"    Congo, Dem Rep Of",    Cote D'ivoire,    Djibouti,    Egypt,    Ethiopia,    Gabon,    Ghana,    Guinea,    Kenya,    Liberia,    Libya,    Madagascar,    Mauritius,    Morocco,    Mozambique,    Nigeria,    Reunion,    Seychelles,    Sierra Leone,    Somalia,    South Africa,    Sudan,    Swaziland,    Tanzania,    Tunisia,    Zambia,    Zimbabwe,    Other Markets Africa
2008 Jun,40693.3,5674.7,0,9,55.1,0,112.3,197.2,28,23.1,39.1,0.5,5.7,0.9,1.3,0.1,0.2,0,0.5,81.3,53.5,21.5,0.1,0.7,14.1,0,0.3,4448.1,0,3.9,577.7,0.6,27963.8,0,22.4,5.8,63.7,19.7,4027.3,0,456.3,1215.4,2387.4,216.9,0,70.7,3352.4,0.6,0,2.9,2401.7,842.9,0.2,0.4,2.6,4951.3,0,0.1,12,0.4,63.3,4.7,583,445.3,2306.3,7.8,0,1980.1,1516.8,279.5,383.5,337.6,0.5,2.3,6048.3,115.1,0.9,133.3,81.4,1.4,79.1,17.9,87.2,40.4,46.7,1216.6,1192.8,41.1,26.2,118.1,399.6,0.2,2.1,4.2,57.1,600,209.3,10.9,45,6.7,170.7,6,2.7,83.1,0,149.4,435,95.9,571.2,1.1,810.9,0,602,0.1,0.1,0.4,0,0.1,158.6,0.2,12.3,0,1.7,0,35.4,195.6,0,0.5,0.2,0.9,0,0,0.4,1.7,0,1.8,2.4,0.1,14.9,0.7,3,0.4,0,3.1,1.6,29.4,0.2,0.1,1.9,0,1.1,0,89,0.2,0.2,0.7,0.6,0,0,40.3
2008 May,38619.6,5361.7,0,4.5,72.5,0,226.1,121.4,23.5,85.4,22.7,0.4,4.1,0.4,1.9,0,0,0.1,0.6,62,62.3,0.5,0.1,0.2,36.2,0,0.3,4407.5,0,2.4,225.8,0.9,26682.5,0,10.8,3.2,11.8,6.6,3669.1,0,459.7,1178.8,1915.3,320.1,279.1,116.8,3049.7,0.2,0,2.8,2163.6,785.9,0,0.2,2.2,4482.7,0.3,0.1,4,0.5,49,9.4,536,976.5,2258.5,8.3,0,1992,1340,20.5,866.3,160.2,1.6,1,5651.5,123.4,1.5,193.4,0.5,1.2,0.8,17.6,383.4,0.5,49.9,630.1,1111.4,8.3,21,111.4,412.5,1.2,52,1.8,51.2,540.8,158.8,13.7,54.5,9.4,184.1,6.2,3.3,82.6,0,160.8,620.9,145.1,496.5,1.7,793.6,0,673.9,0.9,0,0.2,0,0,106,0.2,11.6,0,0.6,0.2,0,130.3,0,0.7,0,0.6,0.3,0.2,0.6,0.5,0.1,1.5,0.4,0.3,16.5,1.1,5.6,0.2,0.2,6.1,0.8,31.4,0,0.4,0.6,0.2,0.2,0,53.7,0,0.4,0.5,0.2,0,0.7,6.2
2008 Apr,40555.6,5725.3,0,13.2,181.3,0,206.2,154.4,29.4,6.7,15.5,0.7,4.3,0.3,1.6,3.9,0,0,0.4,179.6,79.2,0.5,0.1,1.1,119.3,0,0.1,4452.3,0,5,208.2,62,27528.7,0,12.4,5.7,67.8,4.8,3781.5,0,430.7,1022,2117.1,136.4,265.3,79.7,3301.3,0.2,0.7,4.8,2688.6,960.5,0,0.2,1.5,5034.7,1,0,11.1,0.1,180.3,7.5,588.8,695.6,1673.3,9.9,0,1903.5,1215.4,194.9,787.1,341.5,1.7,1,6380,127.9,0.2,375.7,1.3,1.4,0.5,16.5,307.3,0.3,68.2,1216,1151.1,103.8,31.2,115.6,486.9,0.2,45.7,5.8,38.5,631.5,143.2,15.8,57.6,7.3,143.8,4.5,2.7,88.4,0,170.5,414.1,53,550.5,2.7,770.3,0,652.3,0.5,0.2,1,0,0,105.6,0.2,6.9,0,0,0.1,3.5,151.2,0,0.4,0,0.5,0,0.2,0.1,1.8,0.1,35,1.6,0.2,8.8,0,0.7,0,0,6.3,1.1,27.1,0.4,0.6,0.6,0.2,0,0.1,59.8,0.4,0.4,0.6,0.3,0,0.5,3
2008 Mar,38648.1,5562.2,0,4.2,44,0,277.9,103.4,3,1,46.8,0.3,1.7,2.3,1.5,2,0,0,0.3,54.9,36.4,0.8,0,0.9,62.8,0,0.1,4824.5,0,2.8,89.6,1,26276,0,44.1,15.1,6.8,9.5,3855.2,0,440.2,949.5,1982.4,159.8,0,75.6,3463.7,0.1,0.2,2.2,2161.4,823,0.1,0,2,4729.4,0.1,0,8.7,1,1.3,5.8,578.9,928,1497.2,10.7,0,1960.2,1295.8,181.9,672.2,412,0.8,1,6028.6,142.8,1.3,651.7,0.8,1.2,5.4,16,103.4,0.3,42.7,1122.7,1165.7,7.3,28.8,90.7,420.5,0.3,0.8,3.2,133.2,544.9,139.8,15.1,73.9,9.5,17.8,5.9,2,84.9,0,159.6,306.5,109.4,618,2.4,575.1,0,457.1,1.4,0.1,1.8,0,0,106.9,0,7.6,0,0.1,0,0.1,206.2,0,0.3,0.4,0.1,0.8,0.1,0.1,0.6,0,1.9,0.9,5.6,12.4,0,1.1,0,0.2,2.7,0.7,40.5,0,0.3,1.1,0,0,0,128.3,0,0.4,2.8,0.7,0,2.2,1.7
2008 Feb,33414,4929.1,0,3,0.3,0,77.3,132.8,17.5,1.4,34.7,0.4,4,1.1,2,1.5,0.1,0,0.1,54.5,0.2,0.4,0,1.1,61.7,0,0.1,4420.3,0,1.4,113.2,0.2,23240.2,0,12.6,6.6,8.3,3.5,3526.9,0,325.3,774.9,1716.7,61,386.8,64.2,2850.7,1.9,0.1,2.1,1588.5,1000.2,0.1,0.1,2,4178,0.1,0.1,6.1,0.7,84.7,3.4,615.7,980.6,1349.5,9.5,0,1805.1,1026.9,224.3,460.4,160.4,1,0.9,4599.9,115.1,0.8,117.4,42.9,1.2,0.6,16.5,83.9,1,69.3,706.3,904.7,3.2,17.9,134.4,415.8,0.1,56.7,2.2,62.9,475.7,156.9,15.2,59.8,7.7,12.6,6.4,1.1,117.5,0,132.6,272,80.1,507.5,2.1,479.9,0,362.4,1.1,0,0.1,0,0.2,107.7,0.1,7.5,0,0.3,0.1,0.3,165,0,0.5,0,0.4,0,0.3,0,0,0.1,42.8,0.1,0,6.6,0,6.1,0.1,0,5.9,0.6,31.5,0,0.3,0.2,0,0,0,56,0,0.5,2.5,0.5,0,1,8.9
2008 Jan,38681.5,4800.5,0,4.7,137.5,0,160,170.1,18.4,2.9,30.5,0.4,2,1.4,1.5,3,0,0,0.2,74.4,25.6,0,0,1.2,44.5,0,0.2,4011.4,0,6.2,102.9,1.8,27400.2,0,10.3,8.3,23.6,7.5,4083.1,0.1,520.8,1147.3,2172.6,174.2,168.2,74.1,2657.3,1.4,0,1.5,2519.8,754,0.3,0.1,2.6,4927.4,0.1,0,8.6,0.2,5.5,5.7,642.8,1009.1,2184.9,11.1,0,2047.9,1275.2,65.7,600.6,285.5,2.7,0.4,5601.7,138.7,1.9,108.3,21.8,1.1,88,25.7,88.3,0.5,74.3,1090.3,1038.7,7.6,25.8,128.4,355.1,0.3,0.8,3.5,61.3,407.4,156.1,23.8,62.3,8.6,363.8,4.3,1.5,139.3,0,123.7,315.7,78.4,654.3,1.8,751.6,0,637.5,0.1,0.1,0.4,0,0,107.2,0,4.7,0,0,0,1.5,127.5,0,0.2,0,1.5,0,1.1,0.1,0.2,0,1.8,0.1,3.6,8.5,0,4.8,0.1,0,2.8,0.7,33.5,0.4,0,0.7,0.5,0,0,53.9,0.2,1.2,3.3,0.7,0,0.1,7.4
2007 Dec,34935.7,4664.4,0,3.6,132.6,0,88,169.7,21.9,0.9,34.3,0.2,4.4,1.4,2.3,1.8,0,0,0.1,68.9,0.1,0.2,0.1,1.1,8.1,0,0,3968.2,0,2.9,153.1,0.4,24856,0.8,6.8,8.4,10.4,3.1,4023.8,0,540.1,899.7,1758.2,292.3,254.7,65.5,2810.3,17,0.2,1.9,1813.7,917.6,0.8,0.5,2.8,4438,0.1,0,10.5,0.3,149.4,6.2,762.5,652.2,1613.4,8.2,0.1,2107.2,1068.7,48.6,296.6,243.7,20.5,1.4,4821.2,135.2,1.5,116.4,0.8,0.7,1.1,20.1,63.6,0.2,42.6,751,1084.2,5.7,19.3,104.1,439.8,0.3,2.4,1.8,69,396.4,214.2,10.8,58.1,8,76.7,5.5,1.6,68.6,0,140.6,304,108.6,567.6,0.7,461.9,0,355.6,1,0,0.3,0,0.1,99.1,0,4.2,0,0.8,0.2,0.6,132.2,0,0,0,0,0,1.3,0.1,0.1,0.1,3.9,0.5,36.9,3.9,0.1,2.6,0.4,0.1,2.5,1.3,37.3,0.1,0.2,0,0.2,0,0,31.8,0.1,2.4,0.9,0.4,0,0.7,4.2
2007 Nov,36054,4818,0.4,4.1,224.1,0,74.7,177.3,22.9,2.9,30.7,0.6,2.2,0.3,1.9,0.9,0,0.1,0.1,69.1,0.1,1,0.1,0.5,60.8,0,0.1,3911.9,0.2,2.8,227.9,0.4,25264.5,0.6,39.8,11.8,8.5,5.5,4575.4,0.1,523.5,836.5,1991.3,109.4,27.5,69.1,2763.1,1.7,0,0.1,2188.9,1060.6,0.2,0.1,2.9,4477.7,0.2,0,7.4,0,5.6,5.4,641.2,602.7,1016.1,11.7,0,2058.4,1110.9,23.8,797.1,247.3,41.4,1.1,5249.4,277.3,1,110,54.2,1.7,1.8,15.8,47,0.2,74.1,701.5,1084,7.4,26.3,114.8,427.6,0.2,1,4.7,77.5,372.7,164.9,15.6,59.6,4.7,203.2,5.1,1.6,77.5,0,165.2,344.8,78.2,727.6,0.6,530.8,0,452.1,0.7,0,0.8,0,0.1,70.6,0,4.7,0,0.4,0.3,1,191.3,0.1,3.2,0.1,0.2,0.1,0.6,0,0.4,0,1.9,0,3.5,5,0.2,1.3,0.4,0,1.8,0.8,32.5,0.5,1.6,0.5,0.2,0.4,0,94.7,34.2,1.1,0.4,0.3,0,1,4.4
2007 Oct,37110.2,5116.9,0,3.8,98.1,0,130.1,155.5,35.6,3.2,29.5,0.6,3,1.6,2,0.4,0,0,0.7,70.3,0.1,1,0,0.7,14.2,0,0,4549.4,0,2.3,13.9,0.9,25697.5,2.7,32.6,11.8,15.3,13.9,3939.3,0,474.2,1036.8,2233.4,209.9,479.3,75,3048.4,0.1,0,3.6,1784.2,441.7,0,0.1,2.5,4665.1,0,0,8.2,0.1,4.7,5.8,726.2,767.9,1342.3,12.1,0,2180.3,1081,22.9,734.2,338.8,0.9,2.2,5597,150.7,4,103.3,53.6,1.7,0.9,14.7,44.8,0.2,72.4,1243.6,1076.8,10.8,26.9,125.5,460.9,0.3,56.2,4.9,73.5,411.7,148.5,15.1,43,6.3,127,5.3,1.4,68.6,0,163.6,342.6,93.1,643.9,1.4,569.6,0,510.9,0.2,0.1,1.4,0,0,50.3,0,5.8,0,0,0.4,0.4,129.1,0,0,0.2,0.4,0,0.1,0,0.3,0,1.5,0.1,0.1,2.8,0,0.7,1.4,0,1.6,0.8,33.7,0.4,0.2,1.1,0.3,0.4,0,70.3,0.6,0.4,0.8,0.3,0,7.8,2.6
2007 Sep,32811.2,4379.3,0,6.1,20.1,0,89.7,109.8,13.8,2.1,32.5,0.3,3.2,0.4,3,2.1,0.1,0,0,66.5,22.3,0.3,0,0.3,9.7,0,0,3994.2,0,2,0,0.6,23693.4,2.8,2.7,10.2,80.5,14.4,3825.8,0,495.9,782.9,2054.1,96.3,11.6,60.5,2841.1,0.1,0,7.4,1526.2,837.6,0.2,0.6,2.2,4792,0.3,0,5.8,0.2,2.4,4.7,729.6,468.6,1018.1,9,0,1993.9,1028.5,8.2,672.2,303.7,1.5,1.5,4255.6,138.3,0.8,108.9,54.1,0.7,1,12.5,44.1,0.3,62.6,660.9,1007.9,3.8,24.4,92.3,283.6,0.5,1.1,3.8,83,310,103.2,14.3,33.6,3.4,139.1,3.7,1.5,63.5,0,124,294.9,84.5,494.3,0.8,374.5,0,322.8,4.2,0,0.6,0,0.1,38.4,0,7.2,0,0,0.8,0.4,108.4,0,0.2,0.2,0.2,0.1,0.1,0,0.1,0,2.2,0.2,0.1,12.8,0,0.8,0.5,0,1.4,2.8,44.4,1.6,0.1,0.5,0.1,0.4,0,28.9,0,1.4,0.7,0.4,0,6.2,2
2007 Aug,33723.7,4340,0,8,23,0,89.5,130.3,36.9,1,23.7,1.5,1.1,0.7,2,1.1,0,0,1.3,57.4,80.3,1.9,0,0.7,24.3,0,0,3836.1,0,2,0.1,17.1,23975.4,1.7,35.2,9.1,9.1,6.5,4203.1,0.2,519.8,598.6,2005.6,284.4,318.3,64.6,2820.3,0.2,0,0,1437.8,439.8,0.2,0,2.3,4641.5,0.2,0,6.5,0.1,1.2,7.4,658.4,419.1,962.4,16.1,0,2069.3,1199.1,107.7,839.2,274.2,0.8,15.3,4730.5,120.9,0.6,106.6,97.8,2.6,19.7,23.9,47.6,0.7,71.1,793.9,1149.4,6.4,22.7,73.5,371.4,0.2,1.4,2.4,74.6,225.2,116.3,17.1,48,3.9,68.2,4.6,2.5,76.8,0,120.4,277.1,129.8,652,1.3,539,0,470,0.2,0.2,0.2,0,0,60.8,0,6.2,0,0,0.5,0.7,138.7,0,0.2,0,0.4,0,0.1,0,0.6,0,1.9,0.5,0.2,13.7,0.1,1.6,0.2,0,0.8,2.2,41,0.1,0.5,0.5,0.1,0.2,0,62.6,0.1,0.3,0.6,0.5,2,0.4,7.4
2007 Jul,34151.5,4627.6,0,12,6.3,0,89.4,142.5,11.9,4.1,28.3,0.7,2.7,0.8,1.2,1.2,0,0,1,72.5,136.1,0.2,0,4.4,12.5,0,0,4038.8,0.1,0.9,0,59.9,24127.7,0.2,42.5,13.2,13.1,11.4,4212.3,0,485.5,714.2,2130,204.7,75.9,76.1,2794.1,3.7,0,3.4,1816.2,426.6,0,0.1,2.1,4395.7,0.3,0.1,6.8,0.2,1.4,5.7,825.6,374.4,1262.5,9.7,0,2123.3,1127.6,15.6,712,230,1.8,9.8,4761.7,108,0.7,103,1.3,1.6,35.8,12.8,56.8,1.3,33.8,761.4,1061.2,7.8,25.2,140.8,433.8,0.1,1.5,2.7,69.4,401.8,125.8,11.8,35.5,14.2,89.1,4.8,2.3,81,0,144.6,337.7,67.3,585.3,1.7,500.9,0,437.2,0.7,0,0.5,0,0,55.2,0,6.2,0,0.1,0.4,0.5,133.6,0,0.1,0,0.9,0,0.2,0.4,0.8,0,1.8,0.9,0.1,14.7,0.3,0.7,0,0,2,1.5,39,0.1,1.9,0.7,0.6,0.3,0,62.1,0.1,0.1,0.4,0.3,0,0.4,3.1
2007 Jun,34076.1,4883.5,0,4,4.8,0,155.1,113.5,16.4,2.1,31.1,0.3,1.8,0.1,1.9,0.6,0,0.1,0.6,61.9,0.1,1.2,0.1,0.8,130.2,0,0,4280.4,0,3.3,72.5,0.7,23352.4,0,79.7,11.6,16.1,12.8,4272.7,0,505.7,767.6,1997.8,140.3,91.4,64.3,2784.9,1.6,0,3.2,1658.8,524.6,0.4,0.1,1.8,4281.4,0.3,0.1,6.7,0.1,53.6,6.6,709.5,650.4,661.4,7.8,0,1942.9,1155.1,121.1,476.4,302.4,1.3,39.9,5082.3,111.7,0.1,105.3,44.8,1.4,86.7,10.3,60.6,0.3,49.4,1175.1,1026.3,17.8,42.8,70.3,386.8,37.4,1.4,2.5,67.2,374.8,126.8,13.2,45.4,2.9,52.8,3.8,2.7,83.8,0,143.1,295.1,46.3,589.3,4.4,489.9,0,426.4,0.5,0.1,0,0,0,57,0,4.9,0.1,0.1,0.2,0.5,268,0,0,0,0.2,0,0,23,1.4,0.2,3.3,1,52.3,11,0.2,0.5,0,35.1,4.5,1.9,46.5,0.2,0.7,1.6,0.7,0.2,0,50.4,0,0.4,0.5,0.2,1.2,1.4,29.6
2007 May,32340.9,4602.7,0,3.5,0.1,0,124.8,121.5,16.5,19,30.7,0.4,2,0.4,1.4,0.5,0,0,0.8,59.5,42.1,0.6,0,0.7,71.2,0,0,4075.9,0,0.8,0.2,29.9,22424,0.2,51.1,7.5,14.6,9.1,3905.1,0,485.9,683.9,1848,99.6,25.8,58.4,2688.7,15.5,0,1.6,1373.6,550.5,0,0,2.7,4051.3,0.2,0,8.4,0.1,0.4,5,743.3,463.2,1365.5,8,0,1960.9,1074.9,16.7,572.5,323.6,2.7,5.7,4663.9,103.8,0.3,131.3,1.1,1,61.3,12.6,101,53.5,42.1,633.5,1100.6,29.7,22.8,85.8,360.9,16.2,0.6,5.2,58.1,330.2,131.3,12.8,42.1,7,87.4,3.7,1.9,69.3,0,141.7,286.9,48.2,679.2,0.9,509,0,442.5,0.4,0,0.1,0,0,62.2,0,3.1,0,0.3,0,0.5,141.2,0,0.1,0,0.3,0.1,0.1,0.2,0.6,0.1,38.1,0.3,0.1,3.5,0.3,0.4,0,0,2,1.4,42.4,0.2,0.1,0.8,0,0.2,0,43.7,0,0.3,0.3,0.3,0.5,1.4,3.2
2007 Apr,31945.2,4411.5,0,7,37.9,0,157.9,129.7,17.1,20.7,29.2,0.3,2.6,0.4,1.9,0.7,0,0,0.2,62.6,97.6,0.3,0.1,1.1,11.4,0,0.1,3830.1,0,1,0.2,1.3,22114.8,0.2,16.1,7.9,11.6,7,3754.7,0,437.4,587,1968.2,68.2,85.6,64.9,2708.3,3,0,1.6,1463.1,472,0,0,1.7,4184.8,1,0.1,6.8,0.3,45.4,18.2,740.3,650.1,992.4,8.1,0.2,1816.9,1029.4,55.9,675.7,226.4,0.3,4.2,4834.8,100.6,0,111.2,40.3,0.5,0.3,18.2,89.7,134.3,37.4,701.3,931.6,74.3,18.5,80.7,370.4,53.2,23.8,2.7,49.3,492.2,102.2,10.9,33.7,18.5,141.2,4.3,2.6,59.9,0,139.5,308.8,29.8,651.8,0.9,424.4,0,357.5,0.3,0,0.2,0,0,62.3,0,3.4,0.1,0.2,0,0.4,159.8,0,0.6,0,0.8,0,0.1,0,0.2,0.4,37,0.5,0.1,0.9,0.3,1.6,0,0.1,3.9,1.1,40.5,0.2,1.4,0.9,0.3,0,0,61.8,0,0.4,0.5,0.2,0,0.5,5.5
2007 Mar,32640.5,5232.8,0,4.8,9.3,0,111.1,131.8,20.3,4.2,32.8,0.3,1.9,1,3.8,2.1,0.1,0,0.1,56,8.8,0.4,0,5.5,31.5,0,0,4767.9,0,0.8,37.9,0.3,22153.7,0,3.2,6.1,9.6,6.1,3827.9,0,496.4,828.4,1775,77.8,0,81.1,2915.1,2.1,0,0.2,1441.8,638,0,0.2,2.9,4410.3,0.4,0,8.4,0.6,1.2,3.8,773.2,322.9,1031.6,7.9,0,1717.1,1043.2,71.5,372.1,253.1,20.3,4.2,4666,115.8,1,102.3,0.8,1.1,71.7,12.9,59.3,1.2,56.6,673.1,1013.5,11.3,24.7,120.6,490.9,30.8,0.9,1.8,58.1,328.9,98.6,12.7,49.6,7.3,39.6,5.6,1.8,140.4,0,169.3,287.8,51.3,623.8,0.8,446,0,388.3,0.5,0,1.8,0,0,49.7,0,5.5,0,0,0.1,0,142,0,0.1,0.1,0.2,0,1.3,0.1,1.9,0.1,3.2,0.6,32.5,1.9,0,3.1,0.4,0,4.7,1.5,41.2,0.1,0,0.3,0.2,0.1,0,44.8,0,0.2,0.3,0.2,0,1.7,1.2
2007 Feb,27851.5,4163.6,0,2,27.4,0.4,65.7,127.5,6.3,2.4,20.4,0.2,2.5,0.5,2.7,0.2,0,0,0,50.9,0.1,0.3,0.1,1.5,106.4,0,0.1,3744,0,1.7,0,0.4,19277,0.4,17.9,7,11.5,26.8,3611.3,0,393.9,464.4,1751.3,111.2,0,59.6,2270.2,18.9,0,0,1151.2,545.2,0,0.3,1.4,3471.5,0.2,0,7,0.1,41.5,4.2,691.3,441.5,764.6,4.8,0,1517,1012.9,53.2,590.7,231.9,0,2,3869.9,90.9,0.3,109.8,0.6,0.5,28.8,8.6,38.8,2.3,38.6,601.6,823.7,7.7,16.4,80.7,318.4,0.3,0.8,1.7,64.1,456.4,97.3,7.8,68.5,10.9,73.6,4.2,1,69.8,0,106.3,210.6,21.6,506.2,1.1,350.4,0,301.3,0.3,0,0.5,0,0,45.4,0,2.5,0,0.1,0,0.2,190.7,33.4,7.6,0,0.3,0,0.7,0.5,2.2,0.1,1.7,0,14.7,6.1,0.1,0.7,0,0,5.6,0.5,31.9,0.3,0.7,0.3,0.1,0.1,0,73.7,0.1,0.4,0.1,0.7,0,0.1,7.9
2007 Jan,30763.5,4170.7,0,6.5,0.2,0,127.8,102.9,11.6,1.1,23.3,0.5,2.4,1.4,1.9,0.6,0,0,0.3,61.3,60.5,0.2,0.1,1.5,75,0,0.1,3659.4,0,2.5,27.7,1.7,22255.5,0,52.5,22.9,11.2,11.7,3952.5,0,538.8,642.4,1822.4,329.5,87.4,76.4,2361.6,0.3,2.3,2.6,1702.5,780.4,0,0,2,4018.9,0.3,0,9.6,0.1,81.6,7.5,755,478.2,1210.9,5,0,1819,908.4,20.9,284.6,249.1,0.6,6.2,3820.9,113,0.1,90.4,0.7,0.4,0.5,11.5,38.2,1.5,50,603.8,882.7,3.8,19.9,80.8,363.9,0.5,0.8,1.8,40.8,321.2,83.5,9.9,26,5.3,26.5,4.2,1.6,55.3,0,118,276.7,56.6,530.4,0.8,430.7,0,370.2,0.6,0,0.8,0,0,53,0,4.6,0,0.6,0.6,0.2,85.8,0,0.4,0,0.3,0,0.1,0.3,1.7,0,3.6,0,2.3,4.1,0.2,0.7,0.1,0,3.7,0.7,30.7,0.4,1,0.7,0.1,0.4,0,27.9,0.3,0.2,0.7,0.6,0.2,0.6,3.6
2006 Dec,33117.1,6260.1,0,4.6,9.9,0,91.4,111.6,18.3,1.5,37.7,0.5,3.3,0.7,2.6,0.7,0,0.1,0.5,58.4,113.8,0.1,0,9.7,51.4,0,0,5710.5,0,3,29.3,0.6,21897.9,0.3,57.3,9.5,69.9,7.6,4664.1,0,564.6,499.2,1825.5,110.8,0,65.7,2681.5,0.3,0,3.2,1244.1,530.3,0,0,2.6,3903.9,0.5,0,7.6,0.1,0.8,5.8,692.6,438.2,869.8,6.1,0,1860.6,988.4,72.6,461.9,247,1,4.2,4133.7,116.4,3.8,101.3,32.7,1,0.3,10,40.8,1.8,45.8,737.4,939.4,3.1,24,93.6,396.7,0.1,1.5,1.3,61.3,324.9,97.9,9.1,17.2,11.6,36.8,3.5,2,92.9,0,140.7,240.1,2.1,541.9,0.7,618,0,558.1,0.5,0,1,0,0.1,55.1,0,3.1,0,0,0,0,207.4,0,14.9,0,0.2,0,0.7,0.1,0.7,0.1,5.4,0,87.7,6.8,0.2,1.3,0.1,0,4.3,0.6,42.7,0.1,0,1.2,0,0.3,0,35.5,0.2,0.2,0.2,0.8,0.9,1.7,0.5
2006 Nov,31957.3,5104.3,0,4.3,0.2,0,81,110.2,11.9,27.5,22.4,0.2,1.6,0.4,4.4,0.8,0,0,0.1,62.3,111.3,0.3,0.1,0.3,67.4,0,0,4550,0,1.2,14.1,32.1,22074.7,0.6,14,8,7.4,6.2,3870.6,0,565,533.6,2140.1,182.8,0,64,2671.6,0.2,1.3,3.9,1464.3,664.7,0.1,0.2,3.3,3998.1,0.2,0,9.2,0.1,0.8,5,775.3,352,939.3,6.1,0.1,1973,1077.9,10.7,470,254.1,0.5,0.5,4152.9,102.3,2,109.1,16.7,0.9,0.3,14.4,42.2,0.7,51.8,645,962.4,5.1,20.3,96.4,378.3,41.3,1.6,1.4,52.6,293.6,78.6,7.6,27.2,10.5,165.6,3.7,2,50.1,0,126.7,265.2,28.3,547.7,1.1,459.9,0,407.1,0.3,0,1,0.2,0,47.2,0,3.7,0,0,0.1,0.3,165.6,0,0.1,0.1,0.2,0,0.4,0.2,0.5,0,17.2,0,2.3,0.9,0.1,2.4,0,0,3.2,1,37.2,0,0.2,0.3,2.7,0.4,0,92.6,0.1,0.1,0.2,0.4,0.4,0.2,2.2
2006 Oct,31068.8,4533.3,0,3.7,6.2,0,82,125.6,12.6,1.5,37.6,0.4,2.7,0.7,3.4,0.9,0,0,0.3,66.4,0.1,0.4,0,1.2,98.8,0,0,4050.3,0,4.6,33.7,0.1,21440.3,0,17.1,11.2,15,9.3,3452.5,1.2,598.2,550.4,1756.8,238,78.1,64.4,2827.7,4,0.6,1.6,1696.1,337.8,0.1,0.3,1.4,3845.8,1,0,7.7,0.2,43.4,4.6,782.6,220.5,1054.9,5.9,0.5,1874.2,1212,63.5,516.9,141,1.9,1.6,4475.3,104.3,3.9,96.8,68.5,0.9,0.6,25.3,38.4,38.1,48.3,844.5,926.6,5.9,29.3,125.9,434.3,5,2,3,57.2,219.8,81.2,10.7,24.9,6.3,147.9,3.5,2.1,68.3,0,151.7,317.9,50.5,531,0.8,490,0,439,0.7,0.1,1.9,0,0,45.9,0,1.6,0,0.4,0.3,0.1,129.9,0.1,0.5,0,0.1,0,2.1,0,0.3,0,2.1,0,3.1,0.9,0.2,1.9,0,0,2.5,1.5,39.3,0,0.2,0.6,0.3,0,0,38.1,0,0.1,0.3,32.7,0,0.3,2.8
