Data Series,Total All Markets,  America,    Antigua And Barbuda,    Argentina,    Bahamas,    Bermuda,    Brazil,    Canada,    Chile,    Colombia,    Costa Rica,    Cuba,    Dominican Rep,    Ecuador,    El Salvador,    Guatemala,    Guyana,    Honduras,    Jamaica,    Mexico,    Netherlands Antilles,    Panama,    Paraguay,    Peru,    Puerto Rico,    St. Vincent And The Grenadines,    Trinidad And Tobago,    United States,    United States Virgin Islands,    Uruguay,    Venezuela,    Other Markets America,  Asia,    Afghanistan,    Bahrain,    Bangladesh,    Brunei,    Cambodia,    China,    Christmas Island,    Hong Kong,    India,    Indonesia,    Iran,    Iraq,    Israel,    Japan,    Jordan,    Kazakhstan,"    Korea, Dem Peo Rep Of","    Korea, Rep Of",    Kuwait,    Lao,    Lebanon,    Macao,    Malaysia,    Maldives,    Mongolia,    Myanmar,    Nepal,    Oman,    Pakistan,    Philippines,    Qatar,    Saudi Arabia,    Sri Lanka,    Syria,    Taiwan,    Thailand,    Turkiye,    United Arab Emirates,    Viet Nam,    Yemen,    Other Markets Asia,  Europe,    Austria,    Belarus,    Belgium,    Bulgaria,    Croatia,    Cyprus,    Czech Rep,    Denmark,    Estonia,    Finland,    France,    Germany,    Greece,    Hungary,    Ireland,    Italy,    Latvia,    Lithuania,    Luxembourg,    Malta,    Netherlands,    Norway,    Poland,    Portugal,    Romania,    Russia,    Slovakia,    Slovenia,    Spain,    Svalbard And Jan Mayen Islands,    Sweden,    Switzerland,    Ukraine,    United Kingdom,    Other Markets Europe,  Oceania,    Antarctica,    Australia,    Fiji,    French Polynesia,    Guam,    Marshall Islands,    New Caledonia,    New Zealand,    Northern Mariana Islands,    Papua New Guinea,    Samoa,    Solomon Islands,    Vanuatu,    Other Markets Oceania,  Africa,    Algeria,    Angola,    Benin,    Cameroon,    Cape Verde,    Comoros,"    Congo, Dem Rep Of",    Cote D'ivoire,    Djibouti,    Egypt,    Ethiopia,    Gabon,    Ghana,    Guinea,    Kenya,    Liberia,    Libya,    Madagascar,    Mauritius,    Morocco,    Mozambique,    Nigeria,    Reunion,    Seychelles,    Sierra Leone,    Somalia,    South Africa,    Sudan,    Swaziland,    Tanzania,    Tunisia,    Zambia,    Zimbabwe,    Other Markets Africa
2006 Sep,32818.2,4380.4,0.1,2.8,0.1,0,89.9,121.4,23.6,23.8,32.1,1,2.4,0.4,2,0.2,0,0,0.1,67.7,0,0,0.2,7,103.5,0,0.5,3865.3,0,1.7,33.9,0.4,23585.1,1.7,20,11.3,74.4,6,3860.1,0,663.1,936.3,2119.7,326.2,0,81.4,2870.6,0.5,0,0.5,1298.5,441.2,0.1,0,2.6,4337.4,0.3,0.1,8.3,0.2,1.2,4.3,769.1,257.1,1261.3,6.7,0.1,2008.4,1235.8,10.2,656.6,309,1.1,3.6,4122.9,119.8,6,102.7,1.5,0.6,0.6,15.5,41.8,1.1,46.1,666.6,952,13.4,22.3,100.1,304.3,5,0.9,5.5,67.4,331,72.7,122.5,26.2,10,43.2,2.7,1.7,63.6,0,131.4,300.1,39.1,504.9,0.5,535.3,0,487.9,0.9,0,0.6,0.1,0.1,40.5,0,3,0,0.6,0.3,1.4,194.5,0.2,0,0.1,0.1,0,0.6,0.4,0.6,0.1,1.9,0,0,7.3,0.1,0.8,0,0,1.1,0.5,40,0,0.3,0.2,0.3,0.2,0,136.5,0.3,0.2,0.2,0.2,0.1,1,1.2
2006 Aug,34163.4,4259.6,0,3.8,11.2,0,64.4,117.8,23.6,1.9,23,0.4,2.9,0.6,1.4,0.2,0,0.1,0.1,65.6,49.3,0.1,0,1,47.9,0,0,3759.2,0,3.4,38.6,43.1,24903.8,1.4,17.3,21.6,17.5,8.1,3985.9,0,609.6,912.9,2024.9,333.3,109.3,54,2633.8,2.3,0,0,1451.6,837.2,0.1,0.1,2.2,4377.7,0.5,0,13.3,0.6,4.6,4.3,898.9,250.6,1873.3,7,0.5,2184.9,1463.2,34,533,220.8,12.4,1.1,4251,111.1,4.7,85,1.3,1.5,0.9,14.8,89.8,81.9,41.9,727,1018.1,7,27.7,111.2,387.6,0.6,3.6,4.4,63.8,414,69,12.8,33.3,3.8,7.3,2.2,1.7,69.7,0,111.1,223.6,24.1,493.7,0.7,609,0,563.9,0.6,0.1,0.1,0,0,36.7,0,6.6,0,0.6,0,0.3,140,0,0,0,0.1,0,0,0.1,0.8,0,18.9,0,2.7,16.5,0,0.9,0,0,1,2.8,36.5,0,3,0.2,0,0.2,0,51.8,0.1,0.1,0.2,0.3,0.6,1.1,2
2006 Jul,33155.2,4401.5,0,3.2,8.1,0,67.4,135.9,12,71.4,23.1,0.3,3.2,1,1.9,0,0,1.3,0,71.8,0,1,0.2,10.1,49,0,0,3922.3,0,1.9,16.1,0.2,23415.6,0.7,39.2,11.1,17.1,13.4,3517.9,0,558.4,781.5,2515.4,263.7,53.6,84,2686.6,0.3,0,0.2,1471.7,678.9,0,0.3,3.5,4132.4,0.2,0.1,10.9,0.7,25,4.8,761,289.4,1385,6.2,0.1,2015.2,1242.6,25.4,619.9,196.4,1.2,1.4,4530.7,105.2,4.4,99.8,16.7,1.2,0.4,13.9,47.4,0.8,51.4,775.7,961.9,17.6,23.2,124.8,387.8,2.1,1.7,2.5,61.6,345.5,73.5,12.4,23.3,17.7,143.8,3.2,1.2,74.4,0,116.9,269,89.5,659.3,0.8,627.1,0,574.2,0.5,0,0.1,0,0,43.6,0,7.1,0,0.7,0.5,0.4,180.3,0,0,0.1,0.1,0,0,0.1,0.2,0,10,0.3,28,7.5,0.1,1.1,0,0,1.8,0.9,36.2,0,0.8,0.7,0.1,0,0,88.7,0.2,0.1,0.1,0.3,0.3,0.6,2.1
2006 Jun,33778.4,4313,0,4.2,9.9,0,133.2,122.7,5,3.5,32.8,0.5,4.4,2.1,1.2,0.6,0.1,0.1,0.1,72.8,0.1,0.1,0.1,0.8,16.5,0,4.3,3860.6,0,1.6,35.2,0.5,24201.2,0.1,40.3,17.4,16.5,13.9,3558.1,0,550.4,644.5,2140.4,318.5,310.8,60.4,2830.3,0.6,0.3,0.1,1669.8,708.1,0,0.2,1.8,4268.5,0.3,0,9.5,0.5,1,18.1,738.2,336.2,937.1,9.1,0.1,2970.6,1024.3,36.7,755.5,189.9,0.7,22.4,4137.4,98.2,2.9,98.1,16.8,1,0.5,11.4,40.3,0.3,61.4,760.5,912.2,15.2,20.8,118.4,320.6,0.4,1.9,4.8,57.3,273.1,89.7,14.7,21.1,9.4,166.7,4.2,1,64.8,0,131.4,243,18.5,555.7,0.9,916.9,0,856.9,0.6,1.3,0.1,0,0,51.8,0,5,0,0.9,0,0.2,209.8,0,16.1,0.1,0,0,0,0,1.6,0,36.8,0,3.2,0.6,0,1.9,0,0,2.5,0.9,36.3,0,0.6,0.4,0.4,0,0,77.4,25.9,0.1,0.2,0.3,0.7,1.7,2.3
2006 May,32627.8,4209.1,0,27.5,46.7,0,82.5,119.9,19.1,36.3,22.3,0.3,2.8,4.2,1.7,0.3,0,0,0.2,74.8,0,0.7,0.1,11.9,9.1,0,0,3694.7,0,2.1,51.2,0.5,23544.4,1.1,58.4,17.5,13.5,13.1,3432.1,0,572.8,636.4,2143.5,247.4,102.2,62.2,2490.6,0.2,0,1.3,1450.1,591.1,0,0,2.7,4269.1,0.4,0,8.8,0.4,1.3,6.6,837.7,526.2,1964.2,6.5,0,2148.8,1097.5,24.5,663.6,129.8,1.1,21.5,4245.7,94.2,1.5,92.6,17.3,0.5,0.5,10.5,36.7,0.4,46.6,814.1,806.7,12.6,17.1,188.4,302.7,0.1,0.4,1.1,55.2,260.5,62.8,9.6,29.5,12.4,180,4,1.1,76.2,0,117,215.6,67.3,710,0.5,484.9,0,442.1,0.5,0.2,0.1,0,0,39.4,0,1.6,0,0.8,0.1,0.1,143.8,0,0.1,0,0.1,0,0.2,0,0.5,0,24.6,0,0,0.2,0,2.5,0,0,3.1,0.8,36.9,1.1,0.5,1.4,0.1,0,0,50.5,0,0.9,0.3,0.2,0.9,1.2,17.6
2006 Apr,29327,3980.9,0,5.3,0.2,0,61.7,136,14.1,24.1,14.8,0.4,1.8,0,1.9,0.4,0,0,0.1,75.4,36.7,0.4,0.1,0.3,77.9,0,0.3,3484.8,0,1.6,42.3,0.1,20782.2,0.7,35.1,25.4,10.3,10,3461.6,0.5,499.9,486.6,1944.6,205.1,95.8,67.9,2550.4,0.5,0.2,0.4,1277.4,580.2,0,0.2,4,4007.1,0.4,0,7.4,0.1,128.1,6,696.7,162.5,682.2,6.9,0.1,1927.5,1043.6,31.2,634.6,184,0.1,6.8,3918.8,91.9,3.3,99,50.6,0.7,0.3,11.5,43.3,0.6,58.9,665.5,815.1,3.7,27.3,102.1,318.7,0.1,1.6,2.2,53.7,253.4,87.3,7.4,28,7,85.7,3.7,1.2,60.3,0,114,237.1,86.3,596.2,0.9,422.6,0,364.7,0.8,0.2,0,0,0.1,53.9,0,2.4,0,0.3,0,0.2,222.5,0,0,0,0.1,0,0.1,0,0.6,0,1.5,0,60.7,0.6,0,1.1,0,0,4.2,0.3,40.6,0.1,0,0.7,0.1,0,0,102.4,0.1,1,0.6,0.2,2.7,3.7,1.1
2006 Mar,31515.8,4154,0,2,0.1,0,143.4,146.3,14.1,2.4,30.5,0.7,2.9,0.5,1.9,0.2,0.5,0,0.1,84.9,0.1,0,0.1,1.5,47.7,0,0,3650.5,0,2.2,21.2,0.3,22493,0.4,43.2,14.1,18,8.4,3600.5,0,563,553.8,1770.4,123.1,0,78.3,2800.9,0.7,0,0.3,1393.9,486.4,0.1,0.1,3,4525.9,0.6,0,10.2,1.1,1.3,4.4,720.8,372,1242.3,9.8,0.1,1861.9,1349.7,9.3,673.5,246.1,0.9,4.3,4276.9,92.2,6.5,107.8,31.5,0.6,0.6,14.4,81.1,141.6,43.2,748.5,968.7,4.2,31.2,119.9,334.6,62.1,2.1,1.9,77,236.2,41.8,8.1,33.5,8.7,8.3,3.2,1.2,64,0,114.3,256.2,26.3,604.4,1.1,457.8,0,401.2,0.2,0.3,0.5,0.2,0.1,53.7,0,1.5,0,0,0,0.1,134.2,0,0,0,0.1,0,0,0.1,0.2,0,4.6,0,9.8,0.8,0,0.9,0,0,7,0.5,49.4,0,0.7,0.2,0,0,0,52.1,0,0.4,1.8,0.4,0.1,3.4,1.7
2006 Feb,29937.6,4364.3,0,3.9,0.2,0,115.5,104,81.7,2.8,36.8,0.3,3.2,4.4,1.7,0.2,0,0,0,66.6,0.5,0.5,0.1,1,14.5,0,0,3842.8,0,3.3,80.4,0.1,21273.8,0.2,81.5,9.6,13.9,33.2,2848.3,0,387.3,843.4,1891.2,353.8,221.7,72.6,2589.3,0.4,0,0,1316.9,689.5,0.2,0,1.5,3823.8,0.2,0,9.2,0.2,105.1,4.6,695.7,308.2,1416.7,6.8,0,1686.6,1180.2,38,376.2,262.2,2.1,3.4,3591.6,84.9,3.4,88,17.3,1,0.1,8.2,34.3,0.4,31.9,607.5,778.1,55.1,19,95.2,281.5,35.1,0.7,2.7,52.8,155.7,43,8,34.2,4.2,92.1,3.8,1.1,57,0,112.3,219.8,66.1,596.4,0.6,612.9,0,556.3,0.7,0,0.1,0,0,53,0,2.1,0,0.2,0.4,0.1,95,0,0,0,0,0,0.1,0,0.3,0.3,3.7,0,2,0.7,0,1.4,0,0,2.4,1.3,39.7,0,0,0.1,0,0.1,0,27.7,0,0.4,1.5,0.5,0,9.9,2.9
2006 Jan,27375.9,3499.5,0,3.9,0.2,0,125.3,102.3,17.8,4.3,27.1,0.2,1.8,0.5,1.1,1.2,0,0.1,0.1,58.7,10.3,0.3,0.1,1,6.7,0,0,3082.7,0,2.1,51.6,0.1,19858.7,0.2,141.7,23.6,74.9,49.1,3168.3,0,512.5,380.2,1739.6,71.6,171.8,72.7,2153.5,0.1,0,0.2,1232.7,617.4,0.3,0.1,1.4,4003.6,0.4,0,8.3,0.3,49.8,4.4,597.8,353.2,1141.2,7.1,0,1695.1,1009.4,7.6,325.5,241.2,0.4,1.4,3559.3,81.7,3.6,90.5,0.5,1.1,0.4,7.4,74,0.1,41.8,531.3,755.8,9.9,18.5,72.1,312.7,27.7,0.7,0.8,52.7,158,58.9,6.4,26.4,4.2,86.9,3.3,0.7,50.4,0,97.5,268.4,134.8,579.7,0.4,373,0,328.1,0.7,0,0.2,0,0,37.7,0.2,4.9,0,0.7,0.3,0.3,85.4,0,0.3,0,0.1,0,0.1,0.2,0.1,0,6.9,0.1,2.4,5.6,0,1,0.1,0,0.6,1.2,36.7,0.1,0.1,0.2,0.1,0,0,19.1,0,0.3,0.3,0.2,4.2,4.7,0.7
2005 Dec,30768.7,3797.8,0,2,0.2,0,83.2,131.2,17.1,1.8,41,0.4,2.7,1.4,2.2,0.9,0,0,0.1,92.1,0.1,0,0.1,0.9,14,0,0,3397.5,0,2.8,5.4,0.5,21922.2,1.5,64.6,14.3,13,27.4,3719.3,0,583.1,463.4,1537.6,189,78,62.4,2761.8,0.1,0,0.3,1426.3,396.6,0.1,0.1,1,4269.2,0.3,0,46.2,0.1,1.1,4.3,680.7,199.6,1713.4,8.1,0.6,1941.8,1099.8,43.1,353.4,216.5,1.2,2.8,4305.6,112.1,3.6,113.2,48.1,1.6,0.7,15.2,34.7,97.6,62.5,603.8,965.4,4.5,29,92.1,307.1,43,1.3,1.9,62.1,313.9,43.6,7,34.7,10.4,183.8,3.7,1.3,45.4,0,116.8,300.7,46.3,598.1,0.5,585.2,0,518,0.2,0.1,4.5,0,0,42.8,0,18.7,0,0.4,0.3,0.3,157.8,0,0,0,0,0,0,0,0.3,0,65,0,2.4,0.7,0,2.1,0,0,0.5,0.9,43.4,0,0.2,0.1,0.3,0,0,28.8,0.1,0.9,1.7,0.3,3,1.1,5.9
2005 Nov,29184.8,3875.5,0,3.7,0.1,0,108.3,119.8,17,1.4,25.9,0.3,2.2,0.5,1.3,0.4,0.1,0,0.2,65.4,20.1,0,0.1,0.6,19.7,0,0.3,3409.6,0,1.3,76.7,0.6,20785.4,0.8,70,20.7,9.1,31.5,3097.6,0,550.7,431.3,1396,130,89.4,68.7,2740.1,0.4,0,0.6,1472.8,509.7,0.2,0,0.8,3754.1,0.1,0,8.6,0.3,0.9,4.6,635.5,528.6,1291,7.2,0.3,1861.1,1121.7,9.7,649.1,291.2,0.2,0.6,3774.7,92.1,0.9,128.2,38.8,0.5,0.4,10.4,84.6,116,40.2,589.9,779.9,3.4,29.4,94.5,309.8,0.4,0.7,1.2,45.2,220.5,46.8,10.6,51,3.5,25,2.7,0.8,48.8,0,106.1,294.9,29,567.8,0.6,604.9,0,542.8,0.3,1,0.4,0,0,58,0,1.8,0,0.2,0.3,0.1,144.2,0,0,0,0,0,0.1,0.3,0.3,0,40.2,0.1,0,0,0,1.3,0,0,0.8,0.6,44.9,0,0.4,0.2,0.4,0,0,44.4,0,0.5,1.4,0.1,0.7,4.8,2.6
2005 Oct,32075.3,4519.8,0,2.7,0.1,0,97.9,110.2,9.2,1.8,26.5,0.2,1.4,0.3,1.3,0.2,0,0,0.1,57.9,0.2,0.2,0,0.8,24.2,0,0,4154.9,0.1,5,24.2,0.3,22398.4,0.4,24.7,29.2,14.9,27.9,3049.4,0,917.3,698.3,1567.1,221.4,0,60.2,2864.3,0.2,0,0.9,1380.9,688.2,0,0.1,1.2,4209.9,0.3,0,10.7,0.3,105.4,4.4,739.7,287.8,1654.2,9.9,0.2,1997,1118.3,13.4,343.3,352.8,1.2,2.8,4389.5,95,0.3,94.7,9.3,1.1,0.4,16.2,39.9,104.2,51.1,541.9,926.8,3.8,28.6,553.9,292.3,0.1,1,1.9,49.6,241.6,68.2,42.3,39,3.4,98.7,2.7,1.5,69,0,113.2,252.7,14,630.8,0.6,589.3,0,548.6,0.3,0.7,0.1,0,0,34.6,0,2.9,0,0.9,0,1.2,178.3,0,0,0,0,0,0.7,0,0.5,0,1.1,0,0,0.8,0,1.5,0,0,1.1,1.1,54.9,0,0.4,0.2,0.1,0,0,103.7,0.1,0.3,2.6,0.1,3.7,0.6,4.7
2005 Sep,29312.7,3816.1,0,4.3,0.1,0,121.7,148.2,14.1,2.7,44.8,0.9,2.2,0.4,1.3,0.2,0,0,0.1,63.4,46.7,0.3,0.1,0.8,43.4,0,0.3,3291.8,0.4,0.9,25.9,1.2,21032.8,0.5,6.4,26.2,56.6,12,3086.9,0,577.2,597.9,1613.7,221,372.4,57.8,2747.9,0.2,0,0.9,1225.5,333.1,0,0.1,1.2,4144.5,0.4,0,8.3,0.1,21.5,2.9,764.2,303.2,936.6,8.2,0.3,1809.7,1178,11.5,457.1,392.1,3,53.6,3807.4,78.2,0.1,108.6,64.8,0.6,0.7,13.7,35.8,0.4,46.7,554.2,840.3,3.1,20.9,93.9,235.7,0.7,0.3,5.8,63,222.2,37.3,7.4,45,4.1,67.2,3.8,0.7,51.9,0,101,360.8,90.6,647.3,0.8,499.9,0,453.1,0.2,0.1,0.5,0,0,44.8,0,0.8,0.1,0,0.2,0,156.6,0,0,0,0.1,0,0.5,0,0.5,0,37.4,0.6,2.1,1.7,0,0.8,3.1,0,1.9,0.8,52.2,0.1,0,0.1,0,0,0,46.7,0.2,0.9,0.8,0.3,0.5,0.2,5.1
2005 Aug,29639.2,4219.3,0,3,0.3,0,136.1,115.3,34.6,2.6,29.1,0.5,1.4,0.2,1.4,0.3,0,0,0.1,60.4,0.1,1.5,0,0.4,25.7,0,0,3761.6,0.6,2.4,40.6,1,20528.6,0.6,6.6,20.3,24.6,13.1,3434.8,0,630.8,623.9,1431.6,224.8,177.4,51.7,2689.5,0.2,0,0.3,1186.5,605.9,0,0.1,0.8,3912,0.3,0,8.9,0.1,2.4,15.7,672.7,199.5,1066.4,6.5,0.1,1731.3,1224.7,11.9,414.3,137.2,0.6,0.6,4131.5,79.9,0.1,109,35.1,0.5,0.8,15.2,39.2,0.2,60.8,711,895.6,4,39,102.4,353.4,0.3,0.5,12.5,56.5,253.5,62.7,15.6,42.1,4.4,60.2,2.3,0.7,68.8,0,103,353.9,55.2,592.8,0.5,450.5,0,407.5,0.5,0.1,0.1,0,0,36.9,0,4.2,0,0.2,0.3,0.6,309.3,0,75.1,0,0.2,0,0,0.3,0.5,0.1,127.4,0.4,0,4.9,0,1.7,0,0,2,1,38.1,0,0.4,0.1,0,0,0,50.6,0,1.2,0.5,0.4,0.5,1.7,2
2005 Jul,27943,3622.7,0,4.8,0.1,0,107.8,127.3,12.6,1.8,18.3,0.1,1.3,0.3,1.2,0.3,0.6,0,0.1,58,0,15.8,0.1,0.5,10.5,0,0.6,3236.7,0.4,2.2,20.6,0.8,19551.7,0.1,6.2,9.4,19.3,6.1,2828.9,0,607.9,626.7,1471.6,270.3,71.7,68.6,2760.6,0.3,0,0.3,1198.5,530.7,1.4,0.1,1.3,3782.6,0.2,0,7.3,0.1,22.2,4.7,688.1,172.5,942.4,9.1,0,1532.8,1003.4,12.3,545.3,347.4,0.9,0.4,4055.9,75.5,0.1,112.9,0.7,0.5,0.4,14.5,56.7,0.3,49.1,500,850.6,3.8,33.9,174,356.5,28.1,0.9,5.7,52.4,317.7,58.9,8.9,38.6,31.6,63,2.5,1.7,52.3,0,99.7,371.7,136.1,555.7,0.9,488.6,0,441.9,0.9,0,1,0,0.1,39.5,0,3.8,0,1.2,0,0.1,224.1,0,1,0,0,0,0.1,0.1,0.5,0,46.3,0.5,61.4,2.3,0,1.7,0,0,2,0.6,32.1,0,0.5,0.2,0,0,0,64.6,0.1,0.7,0.3,0.4,2.5,1.3,4.9
2005 Jun,28003.4,3460,0,4.1,0.3,0,109.7,100.3,13.9,0.8,29.2,0.5,1.5,0.8,1.3,0.6,0,0,0,61.7,35.2,1.9,0,0.9,16.1,0,0,3039.2,0.2,0.9,40.1,0.5,20004.7,0.1,8.6,4.1,23,12.3,2773.8,0,607.4,693.1,1641.9,184,110.4,70.1,2807,1.6,0,2.6,1172,649.4,0.2,0.1,0.8,3805.1,0.7,0.1,6.7,0.6,78.6,4.5,644.8,406,1221.8,7.7,0,1530.7,980.1,29.3,311.7,213.3,0.4,0.4,3978.5,82.7,0.2,106.6,8.5,0.4,1.4,15.3,43.5,0.2,59.3,533.6,851,3.2,34.6,87.4,292.2,0.1,0.2,4.9,59.5,407.5,39,15.3,35.6,18.4,14.9,2.8,1.4,53.8,0,122,358.7,81,642.6,0.7,426.7,0,361.7,2.1,0,0.8,0.1,0.2,55.1,0,5.4,0,1.4,0,0,133.5,0,0.2,0,0,0,0.1,0,0,0,24.2,1,2.4,0.1,0.1,1,0.1,0,1.3,0.8,36.5,0.1,0.5,0.1,0.1,0.1,0,60.8,0.1,0.4,0.3,0.2,0.5,0,2.4
2005 May,26203.3,3393.4,0,3.4,38.8,0,63.9,113.2,10.3,40.7,26.5,0.1,2.4,1.7,1.7,0.2,0,0,0.1,60.9,0,0,0,0.6,16.4,0,0,2966.6,0,1.2,42.4,2.3,18552.4,0.2,23.4,3.5,15.9,9,2447.5,0,542.8,775.3,1317.7,271.6,339.3,55.7,2381.8,0.2,0,2.9,1058.2,534.6,0.2,0.3,1.1,3427,0.4,0,9,0.3,41.6,3,635,340.4,1099.1,8.5,0.2,1506.8,981.5,9,432.3,275.1,1.7,0.2,3545.2,79.2,0.1,100.1,1,0.6,31.6,12.7,43.2,0.5,45.7,464.9,805.5,2.7,31.8,61,304.7,0.2,1,0.9,55.9,153.9,117,8.1,40.7,4.8,19.3,3.3,1.4,61.5,0,110.5,344.6,95.3,540.7,0.8,549,0,477.7,1.8,0,0.3,0,0,59,0,9.5,0,0.6,0,0,163.3,0,0.2,0,0,0,0.2,0,0.4,0,53,0.6,0,0.4,0,2.3,0.1,0,1.1,1.1,32.8,0,0.6,0.8,0,0,0,62.2,0.1,1.2,0.3,0.5,0.4,1.9,3.1
2005 Apr,26658.2,3676.4,0,2.8,0.5,0,74.7,104.9,12,2,16,0.2,2.1,0.7,0.9,0.7,0,0,0.1,60.6,0.3,0.6,0.1,0.6,18.4,0,0.1,3312.1,0,0.9,64.9,0.2,18830.9,0.1,12.8,11.5,18.8,7,2733.7,0,572.5,496.6,1562.7,79,106.6,65,2701.2,0.7,0,0.6,1045.1,532.4,0,0.5,13.9,3676.2,0.5,0,49.1,0.2,1.5,3.8,611.8,269.1,1142.6,7.9,0.1,1575,1018.6,11.6,255.3,245,1.4,0.8,3709.8,82.2,0.1,111.8,0.7,1,0.4,13.4,39.1,0.4,50.3,460.5,813.2,3.3,31.8,174.3,334.6,0.1,0.7,3.9,44.7,244.1,40.9,13.8,32.1,14.4,22.3,2.9,1.1,47.3,0,136.4,348.3,113.4,524.2,2.2,336.9,0,293.3,0.4,0,1.3,0,0,40.1,0,1.2,0,0.4,0.1,0.1,104.1,0,0,0,0,0,0.9,0.1,2.1,0,4.7,0,1.6,0.4,0,1.9,0.1,0,6.1,1,32.2,0.2,0.1,0.1,0,0.3,0,49.1,0,0.8,0.2,0.4,0.4,0.9,0.5
2005 Mar,28178.7,3624.7,0,3.4,0.1,0,98.9,111.2,15.7,2.7,6.5,0.3,1.3,0.6,0.9,1,0.1,0,0,65.9,7,0.4,0,0.3,17.1,0,0.2,3241.6,0,4.4,44.7,0.3,20300,0,15.5,9.2,22.5,6,2746.8,0,586.3,595.7,1512.8,2.4,451.3,58.5,2832.9,0.3,0.1,0.1,1194.3,732.8,0.1,0.1,1,3985.3,0.8,0,10,0.8,83.9,4.5,581.5,492.2,1169.7,10.1,0,1660.6,1123.1,13.2,123.7,271.7,0.4,0.1,3575.2,67.1,0.1,114.3,23.2,0.2,0.5,12.7,28,0.2,43.1,465.8,802.2,4.4,32.7,92.8,288.3,0.1,1.2,3.4,47.7,217.1,62.6,5.7,43.3,18.9,82.6,4.9,0.5,66,0,114.2,362.8,111.5,456.6,0.4,511.7,0,469.9,0.2,0.3,0,0,0,38.5,0,2.4,0,0.1,0.1,0.1,167.1,0,0,0,0,0,0.7,0,0.9,0,10.5,0,1.6,1.6,0,0.6,0.2,0,4.1,1.5,37.5,0,0.5,0,0.2,0.2,0,73,24.9,2.6,0.7,0.3,0.2,0.3,5
2005 Feb,21400.9,2991.3,0.1,2,0.5,0,95,83.3,12.6,20.3,9.8,0.1,1.3,0.1,0.9,0.5,0.4,0,0,51.3,0,51.1,0,1.1,28.1,0,0,2626.9,0,1.2,4.3,0.4,15041.3,0,2.5,4,16,6.2,1922.2,0,380.9,370.1,1301.1,72.7,115.9,48.2,2420.1,0.1,0,0.3,876.9,347.2,0.1,0,0.4,3011.2,0.3,0,6.5,0.2,52,3.8,507.1,377.4,976.3,7.2,0,1129.4,841.9,6.3,177.7,58.9,0.1,0.2,3000.7,51.1,0,87.8,0.5,0.1,0.4,12.3,32.5,0.4,34.8,430.6,649.4,1.6,34,119.1,225.1,0.1,0.4,1.1,41.8,192.2,45.9,5.5,49.4,2.1,31.2,3,0.7,38.8,0,89,350.1,71.8,397.2,0.8,283.9,0,236.9,0.7,0.1,0.3,0,0,43.8,0,1.7,0,0,0,0.2,83.7,0,0,0,0.1,0,0.4,0,1.5,0,5.6,0,0,0.7,0.1,0.3,0.1,0,5.6,0.8,32.7,0.4,0,0.1,0.1,0,0,27.9,0,0.5,1.4,0.2,0.3,1,3.7
2005 Jan,24945.4,2744.1,18.8,2.4,0.1,0,90.7,87.1,6.4,1.9,20.2,0.3,1,0.1,0.8,0.9,0.2,0,0,53.4,0,0.8,0.1,1.3,17.2,0,0,2432.7,0,1.8,5.5,0.2,18349.3,0,3.9,6.1,14,8.9,2384.5,0,555.4,450.7,1249,274.2,500.1,56,2348.9,0.3,0.1,1.4,1172.9,277.9,0.1,0.1,0.9,3552.1,0.4,0,8.4,0.2,0.9,4.9,580.6,369.7,1680.8,7.5,2.5,1443.3,922.3,8.4,181.7,224.3,55.7,0.3,3254.6,52.3,0,80,20.7,0.2,0.4,14.5,31.7,12,39.7,489.4,739.4,3.8,24.4,97.5,293.9,0.1,0.8,1.5,46.3,222.9,48,4.3,32,9.7,14,2.4,1.3,39.4,0,91.1,349.5,91,399.9,0.4,358.8,0,304.8,0,0,0,0,0,38.8,0,14.1,0,0.4,0.6,0,238.6,0.3,0.1,0,0.3,0,3.4,0.3,0,0.1,62.3,0,0.1,1.1,0,1.3,0.2,0,4.2,0.3,34.9,0,0.5,0.2,0.1,0,0,106.4,0.1,0.3,1.2,17.4,0.5,0,3.4
2004 Dec,25299.4,2896.6,0,2.1,0.2,0,90.4,105.6,6.4,2,19.2,0.2,0.6,0.1,0.9,1.3,0,0,0,57.3,0.5,2.8,0.1,1,32.4,0,0.3,2562.9,0,1.2,8.9,0.3,18286.4,0.4,5.4,19.7,21.4,8.3,2740.7,0,559.4,588.7,1448.7,69.7,0,54.2,2741,0.4,0,0.3,1183.7,372.3,0.1,0.1,1.8,3738,0.5,0,8,0.2,1.1,5.2,633.9,416.8,845.1,10.7,0.7,1395.8,1053.2,8.5,224.5,127.5,0.1,0.4,3544.8,59.5,0.1,137.5,22.2,0.3,0.7,16.3,40,0.4,55.8,473,855,3.9,23.3,131.8,340.7,0.1,0.4,3.1,65,196.9,54.1,7.2,38.4,10.7,43.7,3.3,0.6,48.5,0,112.8,321.8,46,430.7,0.8,426.9,0,377.1,0.3,0,1.9,0,0,42.4,0,4.2,0,0.6,0.2,0.1,144.6,0,0,0,0.2,0,3,0,6.4,0.1,38.1,0.1,2.4,0.5,0.4,1.4,0.1,0,4.2,0.9,34.1,0,0.1,0.2,0.2,0,0,42,0,0.7,3,0.1,0.5,0.9,5.1
